run_id,checkpoint,training_seed,evaluation_suite,episode_seed,success,termination_reason,episode_steps,episode_return,final_insertion_depth,max_contact_force,mean_contact_force,force_above_threshold_duration,lateral_error_final,orientation_error_final,peg_mass,peg_friction,socket_friction,initial_xy_offset,initial_orientation_error
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,False,timeout,149,57.157859802246094,0.03437522053718567,7.24928092956543,3.2183010578155518,0.07500000298023224,0.017410119995474815,0.9371586441993713,0.023561738431453705,0.75,0.75,0.01671551913022995,0.7032023668289185
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,True,success,149,306.7600402832031,0.0015261061489582062,12.254526138305664,3.5853323936462402,0.0416666679084301,0.0007587376749143004,1.6915600299835205,0.017124135047197342,0.75,0.75,0.008148709312081337,0.36910954117774963
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,False,timeout,149,52.35664367675781,0.07964664697647095,10.796245574951172,1.712792158126831,0.0416666679084301,0.07835950702428818,0.7659105062484741,0.014178655110299587,0.75,0.75,0.023647740483283997,0.1123204231262207
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,False,timeout,149,107.3943862915039,0.0204487182199955,16.81015396118164,9.319808006286621,0.6666666865348816,0.0010408700909465551,1.7465418577194214,0.014822219498455524,0.75,0.75,0.014952776953577995,-0.2009725421667099
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,False,timeout,149,31.858043670654297,0.07119397073984146,10.494709014892578,1.1774675846099854,0.02500000223517418,0.058908551931381226,0.7927814722061157,0.015191162936389446,0.75,0.75,0.018248779699206352,0.5954028964042664
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,False,timeout,149,58.18300247192383,0.08132106810808182,15.329889297485352,7.068339824676514,0.7083333730697632,0.03885100409388542,0.7501529455184937,0.02277202531695366,0.75,0.75,0.018479695543646812,-0.7605499029159546
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,False,timeout,149,39.3625602722168,0.009858906269073486,9.994244575500488,2.3605403900146484,0.0416666679084301,0.05231938138604164,1.5335214138031006,0.01734333485364914,0.75,0.75,0.013883262872695923,-0.4561724364757538
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,False,timeout,149,106.5448989868164,0.06785143166780472,13.726090431213379,3.375760793685913,0.25833335518836975,0.017031587660312653,0.5443732738494873,0.015605839900672436,0.75,0.75,0.021147767081856728,-0.5716313123703003
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,False,timeout,149,26.954059600830078,0.20272928476333618,0.35843947529792786,0.0970270112156868,0.0,0.07235148549079895,0.1839073896408081,0.01608586497604847,0.75,0.75,0.02124195732176304,0.4941501319408417
2026-08-17_10-55-26,/home/as22cq/Projects/Policy-RL-Peg_insertion/force_peg_rl/logs/rl_games/Forge/2026-08-17_10-55-26/nn/Forge.pth,1,nominal,1000,False,timeout,149,38.50243377685547,0.020460382103919983,12.129920959472656,4.0066399574279785,0.21666668355464935,0.03140222281217575,1.3613399267196655,0.01495019905269146,0.75,0.75,0.019088279455900192,-0.26723089814186096
